sentiment 0-negative 1-positive 2-neutral,text,lang,"0,1,2"
,"RT @RicoJrCrea: Thank you so much for all your ""#StanLee tribute"" orders on @PopCultArtCo store. Our timed release is ending 6PM GMT on Mon…",en,
,"Marvel Studios chief Kevin Feige wrote a tribute to Stan Lee, and described their final meeting: 'Maybe on some lev… https://t.co/gGuZZNauWb",en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,الله يلعن بيريز من اول نظره حسبته هو,ar,
,RT @rickeypurdin: Grabbed a Stan Lee story tonight from every staffer who came out tonight. Overwhelmed by his reach. Literally asked every…,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,RT @mooninchwe: kwon soonyoung is a legend-legendary man..getting followed by sasaengs? bitch WENT w his fuckin manager n held that POLE. h…,en,
,"RT @FilmEasterEggs: In 'Teen Titans Go To the Movies' during his subtle cameo, Stan Lee poses as several Marvel characters https://t.co/5Yh…",en,
,#Marvel Comics legend #StanLee dies at 95 https://t.co/pReJBrsqUO,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"Les conté que ya pude ver #spidermanintothespiderverse y el cameo de Stan Lee, debe de ser lo más triste en cine en… https://t.co/fJcqg0gAej",es,
,RT @leftistcritic: Still pretty funny https://t.co/4ZyAqjGYAa,en,
,"RT @FilmEasterEggs: In 'Teen Titans Go To the Movies' during his subtle cameo, Stan Lee poses as several Marvel characters https://t.co/5Yh…",en,
,@techsocialnet RIP Stan Lee https://t.co/thr55b1gNU,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"RT @STAY_mutuals: Gain STAY Mutuals!💕🌻
※ rt and follow everyone who rts ※

rt if you stan:
― Bang Chan
― Woojin
― Lee Know
― Changbin
― Hyu…",en,
,"RT @SurgeOfPower1: RIP Stan Lee and a little about the superheroes his imagination created...the feisty writer, editor and publisher was re…",en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,"@shawnrichison It was uncool of him to bring Stan Lee into it. But when people bag on comics, I try to remind mysel… https://t.co/oL9JFGngOu",en,
,Me gustó un video de @YouTube https://t.co/alky7N92p0 MARVEL CONFIRMA LA GENIAL TEORÍA sobre LOS CAMEOS de STAN LEE en LAS,es,
,"RT @STAY_mutuals: Gain STAY Mutuals!💕🌻
※ rt and follow everyone who rts ※

rt if you stan:
― Bang Chan
― Woojin
― Lee Know
― Changbin
― Hyu…",en,
,"RT @STAY_mutuals: Gain STAY Mutuals!💕🌻
※ rt and follow everyone who rts ※

rt if you stan:
― Bang Chan
― Woojin
― Lee Know
― Changbin
― Hyu…",en,
,Por siempre Stan Lee: historias desconocidas del padre del cómic moderno - Infobae https://t.co/bXRdzTKjpB,es,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,"RT @SoWizardPodcast: Check out episode 224 of the #podcast as we gather to remember the legendary #StanLee! Subscribe on ITunes, Spotify or…",en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,"RT @TCC_ArtistAlley: 【Andie Tong】Comic book artist

Worked on titles such as Spectacular Spider-Man UK, The Batman Strikes!, Tron: Betrayal…",en,
,"RT @TCC_ArtistAlley: 【Andie Tong】氏参加決定！

Spectacular Spider-Man UK, The Batman Strikes!, Tron: Betrayal, Plants Vs Zombies, Star Wars, Tekk…",ja,
,"RT @fuckn_marvel: thank you for this incredible universe Stan Lee ♥️

https://t.co/NL2chtYohm",en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,"RT @bu_3ziz: المثل يقول: ""من خلّف ما مات"". ونقول: ""من ألّف ما مات"" أيضاً 
#StanLee https://t.co/qDcW6zISlk",ar,
,"RT @larryelder: What does it say that @billmaher got more flack for dissing Stan Lee and comic books than for calling @SarahPalinUSA a ""c--…",en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,Gphoria 2004: Stan Lee as Revolver Ocelot and Hideo Kojima win Legend Award https://t.co/3xfwUNlO2k via @YouTube,en,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,"RT @RicoJrCrea: Thank you so much for all your ""#StanLee tribute"" orders on @PopCultArtCo store. Our timed release is ending 6PM GMT on Mon…",en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"RT @CultPopCulture: Stan Lee: The Man Behind Marvel, out now in paperback! #StanLee #StanLeeForever @RLPGBooks https://t.co/bL7vMz2XZi",en,
,"RT @mingjiseok: HI!this is a new account,please help me😊

rt if you stan
choi seungcheol
yoon jeonghan
hong jisoo
wen junhui
kwon soonyoung…",en,
,"Marvel Studios chief Kevin Feige wrote a tribute to Stan Lee, and described their final meeting: 'Maybe on some lev… https://t.co/KxZXqXEYVr",en,
,"RT @Reuters: Stan Lee, creator of Spider-Man and other Marvel superheroes, dead at 95 https://t.co/H8StqZeFnx https://t.co/dBZlGCiurk",en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,نبغى واحد يسويها رسمة رونالدو و جوا بيريز,ar,
,I liked a @YouTube video https://t.co/tEUbyaT9Ln RIP Stan Lee - Episódio 1: Lendas Americanas | SUPER-HERÓIS DECIFRADOS | HISTORY,pt,
,"RT @Marvel: Today, we pause and reflect with great sadness on the passing of Stan Lee: https://t.co/J0cwgdn677 https://t.co/eOBdZAqdZ0",en,
,"丧事成三。。唉
JingYong Stan Lee...who will be the next?",ja,
,RT @allianzmexico: “Un gran poder conlleva una gran responsabilidad”. #StanLee #FelizLunes,es,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,"RT @fuckn_marvel: thank you for this incredible universe Stan Lee ♥️

https://t.co/NL2chtYohm",en,
,No os perdáis la entrevista que nos hacer @TomosyGrapas  sobre la novela gráfica #elvioleta,es,
,"RT @Marvel_TH: Kevin Feige พูดถึง Stan Lee 

""เวลาถ่ายทำ Stan ชอบเพิ่มบทพูดให้ตัวเอง(แบบล้อเล่น แต่จริงจัง)  แต่เขารู้ดีว่า เราทำแบบนั้นไม่…",th,
,RT @AgentedeMarvel_: El mundo sigue rindiendo homenaje a Stan Lee. https://t.co/AWJ9AnAPNW,es,
,"RT @JeanSeb: Anecdote sur Stan Lee.
Immédiatement après sa création, le Surfeur d'Argent est prisonnier sur Terre parce qu'il a trahi son b…",fr,
,"im trying to watch the other mcu films and whenever i see stan lee i just,,,,.........",en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,https://t.co/8kth0THPoo,und,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,"This is my 2d/3d Stan Lee tribute mashup. His creative genius was a big part of my artistic passion. 16""x20"" on can… https://t.co/2xGYkX9bwA",en,
,"RT @FilmEasterEggs: In 'Teen Titans Go To the Movies' during his subtle cameo, Stan Lee poses as several Marvel characters https://t.co/5Yh…",en,
,"RT @BlokeBusters: Paul, Pat &amp; Honor (@Signals_Of_Fury) came together (#Phrasing) to pay tribute to #StanLee. You were a god among men, good…",en,
,"RT @BlokeBusters: Paul, Pat &amp; Honor (@Signals_Of_Fury) came together (#Phrasing) to pay tribute to #StanLee. You were a god among men, good…",en,
,"RT @MikeyGeek: 137 - Tribute to Stan Lee - Week of 11/21/18
In which the geeks are True Believers.
Celebrating the life and career of a com…",en,
,"RT @MikeyGeek: 137 - Tribute to Stan Lee - Week of 11/21/18
In which the geeks are True Believers.
Celebrating the life and career of a com…",en,
,Marvel Studios President Kevin Feige Recalls Final Meeting With Stan Lee https://t.co/FwzQcy77fw https://t.co/ZfR6g45SXh,en,
,"Desde el Equipo Gamer de Somos ESET quisimos homenajear al gran Stan Lee, y en honor a él armamos éste post con 4 c… https://t.co/cpkNCgHOYp",es,
,RT @Rubiu5: DEP Stan Lee :(,en,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,"RT @cbc_archives: How did Stan Lee think up superhero characters like Spider-Man? ""With great difficulty,"" he told @CBC's For Kids Only, ba…",en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,RT @Marvel: Marvel and The Walt Disney Company salute the life and career of Stan Lee and offer our undying gratitude for his unmatchable a…,en,
,RT @heroichollywood: Marvel Studios President Kevin Feige Recalls Final Meeting With Stan Lee https://t.co/FwzQcy77fw https://t.co/ZfR6g45S…,en,
,"RT @STAY_mutuals: Gain STAY Mutuals!💕🌻
※ rt and follow everyone who rts ※

rt if you stan:
― Bang Chan
― Woojin
― Lee Know
― Changbin
― Hyu…",en,
,They featured stan lee in a Disney movie :'),en,
,Några ord om Stan Lee. #StanLee https://t.co/GA6LMzNzAQ,sv,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,RT @InfinityWarFans: Which is your favorite #StanLee cameo? https://t.co/bHEbzKkBt7,en,
,RT @heroichollywood: Marvel Studios President Kevin Feige Recalls Final Meeting With Stan Lee https://t.co/FwzQcy77fw https://t.co/ZfR6g45S…,en,
,Stan Lee’s 1968 Column Denouncing Racism Goes Viral Again https://t.co/VDbpuIrLCj,en,
,RT @chuuzus: 7 minutes of all Stan Lee's cameo in every Marvel movie from 2008 - 2017. he will forever be missed https://t.co/14fi1GdONX,en,
,RT @BerryDramatica: Vamos a extrañar esos cameos en la pelis 😔😔 Stan Lee hasta la vista ...... https://t.co/Nm51oyvmXh,es,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,RT @RealHughJackman: We’ve lost a creative genius. Stan Lee was a pioneering force in the superhero universe. I’m proud to have been a smal…,en,
,I liked a @YouTube video https://t.co/CwVs8uymWy STAN LEE - TUDO SOBRE o GÊNIO das histórias de HERÓIS 🤯🦸,pt,
,"RT @MaximoDelirio: Yo:  te extraño....

Mi cerebro:
No veas el video
No veas el video
No veas el video
No veas el video
No veas el video
No…",es,
,"RT @enews: Rest in peace, Stan Lee. https://t.co/kCxuOMjUqe",en,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,RT @InfinityWarFans: Which is your favorite #StanLee cameo? https://t.co/bHEbzKkBt7,en,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,RT @BougieLa: If this is what gets him out of here and not all of the racist shit he’s spewed about my people for years........... https://…,en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,RT @Michael_GmC_: En el último programa de @tomosygrapas mis apuestas para el ansiómetro: Tokyo Ghost (Edición De Lujo) y Harrow County #6…,es,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,RT @SHE5WN6ON: لوحة جميلة جدا من الفنان الإماراتي خالد الأستاد .. لراحل #StanLee 🙏💕 https://t.co/jmSFDNptrZ,ar,
,Stan Lee shoulda never gave these niggas Black Panther.,en,
,"#KevinFeige recordó su última reunión con #StanLee en reciente entrevista: 

""Lo primero que dijo fue: 'Sé que quie… https://t.co/KJFlo0yrpT",es,
,Gostei de um vídeo @YouTube https://t.co/uKYf7H8nrf Touching Ways MCU Stars Paid Tribute To Stan Lee,pt,
,"RT @salcomicbookpro: #StanLee mural just popped up at
49th street and Andrews in South #LosAngeles 
#Excelsior #NuffSaid #Marvel #Comics #B…",en,
,"RT @FaZeClan: Thank you, Stan Lee, for inspiring us all to entertain. https://t.co/GuMlR2nDZm",en,
,RT @Maniklite: Stan Lee's last cameo https://t.co/UaH3fprNfX,en,
,"RT @asikoh009: スタン・リー先生、沢山の夢と希望とヒーローを有り難うございました‼️
きっとこれからも、天国で自分の生んだヒーローたちの活躍を見守ってくれるんじゃないかな？カメオで笑
R.I.P.  …God bless you, Thank you Stan L…",ja,
,Stan Lee hate finally appeared on my tumblr dash and I’m bristling.,en,
,"RT @marvel_mmo: Because when one of the greats passes, we stand together! https://t.co/1e4Uh3AsWH",en,
,"RT @larryelder: What does it say that @billmaher got more flack for dissing Stan Lee and comic books than for calling @SarahPalinUSA a ""c--…",en,
,"RT @NetflixBrasil: O herói de todos os heróis. Obrigada, Stan Lee. https://t.co/y9dBnRH6Vu",pt,
,"RT @JJLendl: RIP Stan Lee. Thank you for sharing your imagination with us in so many ways for so many years. Through your work, you helped…",en,
,RT @shawnwarner629: A Stan Lee memorial mural has popped up in South Los Angeles on 49th and St. Andrews. Really awesome work. My respect a…,en,
,"RT @PittsburghNerd: This week we discuss the passing of the great Stan Lee and what his legacy means to us, plus Sean gets on his soapbox t…",en,
,"RT @FilmEasterEggs: In 'Teen Titans Go To the Movies' during his subtle cameo, Stan Lee poses as several Marvel characters https://t.co/5Yh…",en,
,"RT @NoufDeIRey: ابداع مليئ بالحزن:(
 #StanLee https://t.co/hZBeUAsHZ0",ar,
,RT @SBarrBrisebois: All my condolences to the colleagues and friends of #StanLee. @christymarx @marvel @gerryconway @xmentas #PS4share http…,en,
