,Sentiments,text,lang
235,2,Doooope! 👇,en
236,0,Hands with anyone who fucks with this. Leave this shit alone.,en
237,2,"@ItsCozmics @FortniteINTEL @EpicGames should do this.  They already did the Muselk rescue tombstone, so why not a Stan Lee memorial?",en
238,2,Stan Lee https://t.co/aQH2GRckp2 https://t.co/qSKB1QOFvI,en
239,2,"Fans’ messages to STAN LEE - IN MEMORIAM, Birmingham @mcmcomiccon @ NECBirmingham https://t.co/xRD9F67zSX",en
240,2,"DAILY OUTFIT: MARILYN MANSON,STAN LEE AND X-MEN MOVIE.

#theclqrt @Millenialgals #bloggerloveshare #bloglove2018… https://t.co/a2Ul31fW3B",en
241,2,@2cool4um81 Stanlee as thanos holding the infinity gauntlet,en
242,2,10 Non-Marvel Comics Characters That Stan Lee Created https://t.co/pRVPuq6FfE,en
243,2,@FahQ_Mean The bengals logo is a tiger. No tigers here. The difference between leopard panthers are the color. But… https://t.co/0WK3Rpbzta,en
244,1,The Immortal Stan Lee - A Lofi Hip Hop Mix https://t.co/PW4s0CCorg to those attacking @billmaher for his attitude:… https://t.co/b24QiEhsSs,en
245,2,Check out The Incredible Hulk Marvel Comics #102 April 1968 - Stan Lee https://t.co/cusYZI9pMC @eBay #comicbook,en
246,2,"Stan Lee, Comic Icon. Help me fill out a survey for my essay please!! https://t.co/DOaPkMitnr",en
247,0,"@Johnny_____420 @PiwyCR @FortniteGame To me stan lee passing it isn’t a joke, however it is to a great amount of people",en
248,2,There were. Along with elephants. Leopards. Everything that is in Africa existed over here lol.,en
249,2,one awesome #dccomics toy collection #SmallBusinessSaturday #CyberMonday @handyslunch @GalWalks @CBNostalgia… https://t.co/OzsZVKcdUo,en
250,0,"saw ralph breaks the internet ,,, it was better than i expected but only because of the stan lee cameo",en
251,2,one awesome #dccomics toy collection #SmallBusinessSaturday #CyberMonday @handyslunch @GalWalks @CBNostalgia… https://t.co/dfkgea8z47,en
252,2,one awesome #dccomics toy collection #SmallBusinessSaturday #CyberMonday @handyslunch @GalWalks @CBNostalgia… https://t.co/QSS2392P3T,en
253,2,@KillianTrill999 @Selfprov Stan lee is gotta be in captain marvel tho🤔 the movie is already done making so he MUST be in it,en
254,2,one awesome #dccomics toy collection #SmallBusinessSaturday #CyberMonday @handyslunch @GalWalks @CBNostalgia… https://t.co/nCdCNj0jZI,en
255,2,one awesome #dccomics toy collection #SmallBusinessSaturday #CyberMonday @handyslunch @GalWalks @CBNostalgia… https://t.co/66HRjG58vl,en
256,2,@robertliefeld Best Stan lee commentary / cameos .,en
257,1,"Hello Twitter, I just stumbled on my little cousin while he was drawing his comic book, was so amazed by the qualit… https://t.co/Jf6FbfJaG0",en
258,1,I liked a @YouTube video https://t.co/c1KZ83KCOX Spider Man (1967) Meets Metal | Stan Lee Tribute,en
259,2,@SuperheroPOLL @MoviesMatrix I hear a rumor that Leo DiCaprio (Stan’s IRL neighbor) was circling the role in a film… https://t.co/hpt3ACBT2q,en
260,0,Stan Lee died for our sins,en
261,0,RIP Stan Lee on brooo,en
262,1,The #StanLee cameo in #WreckItRalph 2 just got a huge applause during the film. So happy I wasn't alone in the cele… https://t.co/oWDnEmsW0E,en
263,1,"84% done with Amazing Fantastic Incredible, by Stan Lee https://t.co/IY9iqjBNqx",en
264,0,"This week we discuss the passing of Stan Lee, sex in self driving cars, drunk raccoons, General Mills wants to do M… https://t.co/x5jFBaxrC7",en
265,0,"Stan Lee laid to rest in private funeral, more memorials to come https://t.co/8Z2G8LO65B @DailyMailCeleb",en
266,1,"Whenever I think of #StanLee's Lucky Man TV series, I always hear that song from Emerson, Lake and Palmer. A master… https://t.co/XO14KgL0bN",en
267,0,Feige Pens Touching Stan Lee Tribute https://t.co/3Wnlp1nyvk https://t.co/y1HCflBvUS,en
268,1,I liked a @YouTube video https://t.co/Wmg0hvrhuF Remembering Stan Lee...,en
269,2,@TheRkader911 Now that Disney has Fox (which I have very mixed to negative feelings tho regarding the film industry… https://t.co/bEI2c28zne,en
270,0,#StanLee's Soapbox Against Racism and Creating Black Panther https://t.co/KIJ5nyyfX7 via @wordpressdotcom,en
271,1,"If starlord had let the avengers take off thanos' gauntlet, then thanos wouldn't have gotten #StanLee",en
272,2,Kevin Smith Reacts to Bill Maher Taking a Shot at Stan Lee https://t.co/rcpiF56ok2 via @ComicBook,en
273,2,Dude. It’s insane how similar Stan Lee and James McAvoy (Professor Charles Xavier) look. They’re doppelgängers. Ama… https://t.co/KcA78XFyhU,en
274,0,@Shade510 @OneyeBogey Ur VERY friendly neighborhood Spider-Man. #StanLee,en
275,0,RIP Stan Lee — Discover https://t.co/QIhQRCJtkQ https://t.co/JMReVdZLfn,en
276,1,A wonderful tribute 👏👏,en
277,1,Remembering #StanLee... #KevinMacLeod #CreativeCommons #JamesRaiz #energy #SNAPCHAT #socialmedia #WixStore...… https://t.co/hyFqbyjBjQ,en
278,1,I liked a @YouTube video https://t.co/rGBb8tP5Zb Calacas Chidas 6: El Gran Heroe (Tributo a StanLee),en
279,2,FILME DO STAN LEE: https://t.co/ZHQcD2ZtOS via @YouTube,en
280,1,I've never read marvel comics but i've the movies and there epic #StanLee he was dear friend he will live on in hea… https://t.co/NImIwLIqHS,en
281,2,"We talked with @netflix  ""Fightworld"" creator Frank Grillo about his new series, the waning popularity of boxing in… https://t.co/FSB9MJacJD",en
282,2,"ItsFoodPorn: RT HistoryInPix: Fans Create Unbelievable Art After Passing Of Legendary Stan Lee... 

https://t.co/I2fvb6mvoH",en
283,1,Michael B. Jordan Remembers The Late #StanLee https://t.co/YN7Avz4V2d,en
284,0,FIRST UP. THE FIRST FAMILY. RIP STAN LEE https://t.co/Uu8c6GDsVd,en
285,1,I hope @BryanCranston plays Stan Lee in the inevitable biopic #Excelsior,en
286,2,@NewRELK @DiamondSpiderP Aw Stan Lee out there,en
287,2,"FILME DO STAN LEE
https://t.co/Thnn4L4vGM
#filme #cinema #stanlee #geek #nerd #marvel #orbitageek https://t.co/Z8edBlm8JO",en
288,2,"""Ad"" RARE Signed STAN LEE 2004 Donruss Fans of the Game Card AUTO Mint! ** https://t.co/rhP4N0eVD6 #StanLee https://t.co/SM4MR0GPV2",en
289,2,"""Ad"" Amazing Spiderman #346 Signed Stan Lee https://t.co/lncsYjSYnW #StanLee https://t.co/rpxuGZexC7",en
290,1,@khemryincali @HardDriveMag @Haunted2022 Someone must have been a fan. Oh if only Stan Lee could see this so he cou… https://t.co/TEGAnwgwXf,en
291,2,I added a video to a @YouTube playlist https://t.co/k4d8RwFGwZ Los memorables cameos de Stan Lee en Los Simpsons,en
292,1,I liked a @YouTube video https://t.co/k4d8Rwo58p Los memorables cameos de Stan Lee en Los Simpsons,en
293,2,Every Stan Lee Cameo Ever (1989-2018) https://t.co/P1OjxdmR0g via @YouTube,en
294,2,"Stan Lee graphite drawing is all matted, and ready to ship! Shipping is always free. Visit my shop to order in time… https://t.co/wc9WaDCuUi",en
295,1,I liked a @YouTube video https://t.co/awHKxGqvOH Generations React To Stan Lee (Marvel),en
296,2,@mad_ronnald Stan Lee,en
297,2,Further support - Stan Lee never tried to take any credit away from Jack Kirby.,en
298,2,Mike Kaufman would not tolerate those diagonals,en
299,2,@HPeano Stan Lee,en
300,1,"Actually, that is quite ingenious!
And heartwarming!!!
Stan Lee Cannot be replaced, however, he will live on in our… https://t.co/ScC9ieQ2b8",en
301,0,"Despite its highlights, 2018 will always be the year that took Barry Chuckle, Stan Lee and Steve Ditko away from me… https://t.co/OwFOiiqPqw",en
302,2,@jeffs_comics @wmpreston Further support - Stan Lee never tried to take any credit away from Jack Kirby.,en
303,2,"Horror Headlines for November 18, 2018 - Leprechaun Returns, George A. Romero, Stan Lee : https://t.co/BuzNKyOR4m",en
304,2,"@BattyBlogger @vabelle2010 @Jehu11 @NBCNews @NBCNewsTHINK Also, you know Stan Lee was a Democrat right?

I wonder w… https://t.co/sohMY6KcOC",en
305,0,There was a #StanLee cameo in #RalphBreaksTheInternet and I almost cried 😫❤️,en
306,1,Stan Lee having a great time on our dime. lol @ Knott's Berry Farm https://t.co/0kHUEJoAyv,en
307,1,@myquinnfabray Stan Lee. ❤️,en
308,1,I liked a @YouTube video https://t.co/B15XdweFjL Remembering Stan Lee...,en
309,1,I liked a @YouTube video https://t.co/dlXumIkTeE Remembering Stan Lee...,en
310,1,I liked a @YouTube video https://t.co/e5dG9Aghoh Draw My Life : Stan Lee (Tribute),en
311,2,"Have you voted yet?

Black Panther seems to be the frontrunner at the moment",en
312,2,Why doctor doom and not cap or iron man?🤔,en
313,1,I liked a @YouTube video https://t.co/gWg9g36MWT Remembering Stan Lee...,en
314,2,"Stan Lee, Marvel Comics' former writer, editor and publisher, makes a posthumous non-speaking cameo appearance in R… https://t.co/TK5blxTHZc",en
315,2,"Ant man and the Wasp vs the Lee/Kirby monsters!
#stanlee #jackkirby #illustration #artistsoninstagram… https://t.co/B74EFvO6uV",en
316,2,"@jeffs_comics @wmpreston I mever interpreted the credit in that way.  I interpreted ""by Stan Lee"" to mean that part… https://t.co/puYKSQy7Ld",en
317,2,Three Stan Lee Street Murals Spring Up - More to Come? https://t.co/Q7KqiEBgbS,en
318,0,RIP Stan lee superhero’s tweets of the passing https://t.co/RfY9QN2zWK via @YouTube,en
319,0,RIP Stan lee superhero’s tweets of the passing https://youtu.,en
320,1,@FortniteINTEL No they should make a stan lee skin so its more permenant,en
321,0,@IKingOppI @SGH_RTs @ShoutGamers @ContentPromos @SocialGamingHub BE STAN LEE HUDSON,en
322,1,#RIPStanLee | With Great Power: The Stan Lee Story https://t.co/Rd5ctkSujQ https://t.co/L0DVO2OcVM,en
323,0,"stray kids: uh i’m sorry there were like 3 cute ones and i’m trash so woojin, lee know, and hyunjin 🤧 i need to stan https://t.co/mmdLJtDL9v",en
324,0,Bill Maher Tries to Clarify Stan Lee Remarks by Slamming the Value of Comic Books - IndieWire https://t.co/X3mCaMfJ4p,en
325,2,"Trend Ranking within 24 hours

No.1 Markelle Fultz
https://t.co/3ALhUvG8zO
No.2 Stan Lee
https://t.co/RAYk9xQn69
No… https://t.co/tXLruh7abL",en
326,0,"Marc &amp; Bryon talk about the history of the Gobbledy Gooker, Stan Lee (RIP), The Enfield Mall goes on the chopping b… https://t.co/1Uwyt1QiVl",en
327,1,"A great Stan Lee mural done by some great artists. Please follow their work........

#Repost @sopitagvng (… https://t.co/bJIsmeVQCq",en
328,1,"I know it's simple, and I hope it isn't too late ;; This is a tribute for Stan Lee, Steve Ditko, Jack Kirby, and fo… https://t.co/mcPNnmcwpE",en
329,2,"Stan Lee portrait.
#StanLeeForever #StanLee #RIPStanLee #drawing #digitaldrawing #desenho #desenhodigital #retrato… https://t.co/8WI7kxgf1q",en
330,2,"@AlbertaOkotoks @alan_poirier @Prem_S You're million miles of nobody, my little town is now a suburb. Farm land wip… https://t.co/JwaaNNrF42",en
331,1,"I know it's simple, and I hope it isn't too late ;; This is a tribute for Stan Lee, Steve Ditko, Jack Kirby, and fo… https://t.co/UC3n6VQnff",en
332,2,"@Marvel @DaveBautista @TheEmmys as my family and I were watching Avengers Infinity, the sad thing is how outstandin… https://t.co/vstTol5NKc",en
333,2,"@lhy0334 I think in honor of Stan Lee, you make an Agent of SHIELD card that is Stan and you can always use him whe… https://t.co/iUHfw9dBWH",en
334,2,Stan Lee’s cameo  in #RalphBreaksTheInternet https://t.co/XFFT5gJ4G3,en
335,2,Stan Lee is still trending because people don’t know why Stan Lee is trending right?,en
336,0,R.I.P. Stan Lee: https://t.co/PRpLcx2otD via @YouTube,en
337,1,"How to Draw Comics the MARVEL Way, by Stan Lee and John Buscema Paperback https://t.co/Zc6nJ7d1eA",en
338,2,"How to Draw Comics the MARVEL Way, by Stan Lee and John Buscema Paperback https://t.co/X0q8VPYxL1",en
339,1,"#StanLee was a revolutionary story-teller that changed the way we see #superheroes. 

https://t.co/N6y40QjoqR… https://t.co/GFJOwqUgYP",en
340,1,I liked a @YouTube video https://t.co/KuS2ii7HOT Draw My Life : Stan Lee (Tribute),en
341,0,"@sleepyfacebuck Theres some article saying A4 is officially Stan's last cameo, even though Feige said he filmed sev… https://t.co/KGFE0x41rH",en
342,0,@kyutiees @ftblOwen_ You do realise the reason people mock his death is because so many people on Kpop Twitter mock… https://t.co/ThWpbwoB3B,en
343,1,Ep 19- The Legend Of Stan Lee https://t.co/OMqIxxmUrW My brother Joe joins me as we talk about the legendary life a… https://t.co/uTvXtePVEe,en
344,1,Thank you Stan Lee x,en
345,1,"First Stan Lee,  is Ricky Jay. My heroes keep fading away.",en
346,1,@thegameawards @DOOM @Godofwar with that new #GOTY DLC music for tribute to #Stanlee #SpiderManPS4 and #RDR2Online… https://t.co/f40eEjznzm,en
347,2,@_saintscott @Yamchancellor I'm about to make cameos like Stan Lee,en
348,0,"Tupac and xxxtentacion are fine, but Stan Lee is not. It’s too soon to make a joke like that",en
349,1,I think all the staff and @Marvel and actors/actresses did an outstanding job but they have the fans love but an aw… https://t.co/9gjnBTvEiM,en
350,1,The Stan Lee came in Ant-Man and the Wasp is my second favorite one #RIPStanLee,en
351,1,@Marvel i know you wont see this but did you guys film Stan Lee’s cameo for Captain Marvel or naw?,en
352,0,So ain't nobody gonna talk bout that stan lee cameo in wreck it ralph?,en
353,2,How can Wolverine replenish his blood without bone marrow? Are his blood cells Adamantium-based? Like copper-based… https://t.co/W5zQAw0D5y,en
354,2,"Why BILL MAHER is wrong about STAN LEE and comic books:

https://t.co/SOqXIUZeEy https://t.co/4KCgKS7ngt",en
355,2,https://t.co/UiVR81gjrh segnala: Why Bill Maher Is Wrong About Stan Lee and Comic Books Bill Maher made ripples acr… https://t.co/TxMltbl8vH,en
356,2,📷 clintfbarton: chrjshemsworth: every single STAN LEE cameo in the marvel cinematic universe (MCU) Rest... https://t.co/sow1KA8srL,en
357,2,Check out Excelsior Novelty T-shirt for Stan Lee and Marvel Comics fans #ObscuredMedia https://t.co/2ti61w9g0o via @eBay,en
358,1,I liked a @YouTube video https://t.co/SDkcv9GHtN Remembering Stan Lee...,en
359,1,"Marvel Studios chief Kevin Feige wrote a tribute to Stan Lee, and described their final meeting: 'Maybe on some lev… https://t.co/UXLXPyUMIM",en
360,1,"""With Great Power: The Stan Lee Story"" (2010) documentary is now streaming for free on YouTube (w/ads) https://t.co/PBS6yjUFsJ",en
361,2,Jurassic Park Employee Stan Lee,en
362,1,@billmaher You are wrong Bill.  Stan Lee was one of our national treasures.,en
363,0,Can you believe Anthony hates Stan Lee?,en
364,2,"The debate begins. The moon landing, is the subject and we both explain why and why not this did or did not happen.… https://t.co/pg3e2JCZmH",en
365,1,"I liked a @YouTube video https://t.co/agpYrGOzEj EXCLUSIVE! Stan Lee ""Out takes &amp; Bloopers""",en
366,0,I know it's a bit late but....     R.I.P Stan Lee     you were the idol I never got to meet. https://t.co/KzVLrRLlgz,en
367,0,Guys i went to see wreck it ralph today and stan lee had a cameo :(,en
368,1,@David_Royballer I DONT HATE STAN LEE!!,en
369,1,I liked a @YouTube video https://t.co/n9OZlY4edc 10 Touching Ways MCU Stars Paid Tribute To Stan Lee,en
370,2,The latest Ethel The Frog Times Picayune Journal! https://t.co/oyJvs7e46w Thanks to @rudytheelder @TribLiveHSSN… https://t.co/BdqHxkbVmb,en
371,1,Good luck,en
372,0,THIS DOESNT END WELL,en
373,1,I liked a @YouTube video https://t.co/hwY3XMspOy WatchMojo's Tribute to Stan Lee,en
374,2,Bring back X too,en
375,0,I totally missed this but I have to pay homage to an AMAZING #Creative #StanLee 🔥🔥🔥I had the honor of working on th… https://t.co/pr9SStBxN5,en
376,1,"Watching Ant-Man And The Wasp

Thank you #StanLee 😊 https://t.co/MHIoUDxSDg",en
377,2,The latest The Matt Spatola Daily! https://t.co/C8e4jE8XUa Thanks to @AZCardinals @JackKirbyMuseum @TylerJamesComic #livewire #stanlee,en
378,1,I totally missed this but I have to pay homage to an AMAZING #Creative #StanLee 🔥🔥🔥I had the honor of working on th… https://t.co/ydoeAoP5UF,en
379,0,@FortniteINTEL Yes because when avangers came out the mode came out with it and I think that it is fair that they h… https://t.co/7qcnGKT2dd,en
380,1,Stan Lee had a cameo in Wreck it Ralph OMG 🔥🔥🔥🔥,en
381,2,"How to Draw Comics the MARVEL Way, by Stan Lee and John Buscema Paperback https://t.co/3rIZKtuaJi",en
382,2,"How to Draw Comics the MARVEL Way, by Stan Lee and John Buscema Paperback https://t.co/ULJNniVrGr",en
383,0,@billmaher is literal trash,en
384,2,@IronicTikTok damn why they gotta do stan lee like that,en
